Row Labels;Sum of msgs_per_sec;;
2026-01-17T16:37:48.1071861Z;5002;;5002
2026-01-17T16:37:49.1076819Z;5030;;5030
2026-01-17T16:37:50.1072902Z;4951;;4951
2026-01-17T16:37:51.1151944Z;5056;;5056
2026-01-17T16:37:52.1157690Z;4976;;4976
2026-01-17T16:37:53.1215766Z;4936;;4936
2026-01-17T16:37:54.1240212Z;5015;;5015
2026-01-17T16:37:55.1241607Z;5036;;5036
2026-01-17T16:37:56.1266598Z;759;;759
2026-01-17T16:37:57.1284494Z;7394;;7394
2026-01-17T16:37:58.1323357Z;6812;;6812
2026-01-17T16:37:59.1334892Z;4983;;4983
2026-01-17T16:38:00.1405789Z;5018;;5018
2026-01-17T16:38:01.1573461Z;5051;;5051
2026-01-17T16:38:02.1573496Z;5002;;5002
2026-01-17T16:38:03.1643827Z;4960;;4960
2026-01-17T16:38:04.1657267Z;5033;;5033
2026-01-17T16:38:05.1733162Z;4986;;4986
2026-01-17T16:38:06.1732239Z;5027;;5027
2026-01-17T16:38:07.1755752Z;4991;;4991
2026-01-17T16:38:08.1813412Z;4990;;4990
2026-01-17T16:38:09.1826106Z;4984;;4984
2026-01-17T16:38:10.1828818Z;4974;;4974
2026-01-17T16:38:11.1822980Z;5070;;5070
2026-01-17T16:38:12.1827737Z;4937;;4937
2026-01-17T16:38:13.1896667Z;5035;;5035
2026-01-17T16:38:14.2058770Z;4987;;4987
2026-01-17T16:38:15.2279803Z;5042;;5042
2026-01-17T16:38:16.2413123Z;5068;;5068
2026-01-17T16:38:17.2585110Z;4933;;4933
2026-01-17T16:38:18.2591621Z;5038;;5038
2026-01-17T16:38:19.2804500Z;5009;;5009
2026-01-17T16:38:20.2934605Z;5287;;5287
2026-01-17T16:38:21.3031908Z;5095;;5095
2026-01-17T16:38:22.3162597Z;4937;;4937
2026-01-17T16:38:23.3338991Z;4884;;4884
2026-01-17T16:38:24.3478119Z;5175;;5175
2026-01-17T16:38:25.3716514Z;5352;;5352
2026-01-17T16:38:26.3867903Z;4796;;4796
2026-01-17T16:38:27.4016403Z;5060;;5060
2026-01-17T16:38:28.4212549Z;5432;;5432
2026-01-17T16:38:29.4330521Z;4868;;4868
2026-01-17T16:38:30.4516061Z;5200;;5200
2026-01-17T16:38:31.4684448Z;4943;;4943
2026-01-17T16:38:32.4882305Z;5054;;5054
2026-01-17T16:38:33.5128945Z;4635;;4635
2026-01-17T16:38:34.5216344Z;5479;;5479
2026-01-17T16:38:35.5347195Z;5081;;5081
2026-01-17T16:38:36.5573204Z;5261;;5261
2026-01-17T16:38:37.5620630Z;4894;;4894
2026-01-17T16:38:38.5856419Z;4972;;4972
2026-01-17T16:38:39.6003686Z;5126;;5126
2026-01-17T16:38:40.6119870Z;4827;;4827
2026-01-17T16:38:41.6260322Z;5349;;5349
2026-01-17T16:38:42.6376066Z;5216;;5216
2026-01-17T16:38:43.6425815Z;4541;;4541
2026-01-17T16:38:44.6494563Z;5195;;5195
2026-01-17T16:38:45.6561740Z;5144;;5144
2026-01-17T16:38:46.6662686Z;5310;;5310
2026-01-17T16:38:47.6661285Z;4629;;4629
2026-01-17T16:38:48.6871823Z;5277;;5277
2026-01-17T16:38:49.7004374Z;4886;;4886
2026-01-17T16:38:50.7016324Z;4932;;4932
2026-01-17T16:38:51.7058265Z;5664;;5664
2026-01-17T16:38:52.7135764Z;4462;;4462
2026-01-17T16:38:53.7349362Z;5082;;5082
2026-01-17T16:38:54.7494210Z;5265;;5265
2026-01-17T16:38:55.7490453Z;5051;;5051
2026-01-17T16:38:56.7678368Z;5252;;5252
2026-01-17T16:38:57.7864767Z;4995;;4995
2026-01-17T16:38:58.8039008Z;4986;;4986
2026-01-17T16:38:59.8233305Z;4729;;4729
2026-01-17T16:39:00.8245862Z;5461;;5461
2026-01-17T16:39:01.8452183Z;4980;;4980
2026-01-17T16:39:02.8560038Z;4407;;4407
2026-01-17T16:39:03.8787972Z;5191;;5191
2026-01-17T16:39:04.8799292Z;5064;;5064
2026-01-17T16:39:05.9025600Z;5314;;5314
2026-01-17T16:39:06.9107131Z;5104;;5104
2026-01-17T16:39:07.9177756Z;5276;;5276
2026-01-17T16:39:08.9219009Z;4864;;4864
2026-01-17T16:39:09.9239109Z;5187;;5187
2026-01-17T16:39:10.9328593Z;5428;;5428
2026-01-17T16:39:11.9334087Z;4766;;4766
2026-01-17T16:39:12.9359537Z;4561;;4561
2026-01-17T16:39:13.9452741Z;5157;;5157
2026-01-17T16:39:14.9459942Z;4628;;4628
2026-01-17T16:39:15.9494782Z;5399;;5399
2026-01-17T16:39:16.9543292Z;4932;;4932
2026-01-17T16:39:17.9552855Z;5570;;5570
2026-01-17T16:39:18.9719385Z;5095;;5095
2026-01-17T16:39:19.9759836Z;5164;;5164
2026-01-17T16:39:20.9885252Z;4804;;4804
2026-01-17T16:39:22.0099146Z;5646;;5646
2026-01-17T16:39:23.0221881Z;5204;;5204
2026-01-17T16:39:24.0362265Z;5216;;5216
2026-01-17T16:39:25.0412180Z;5061;;5061
2026-01-17T16:39:26.0399391Z;5156;;5156
2026-01-17T16:39:27.0492882Z;4977;;4977
2026-01-17T16:39:28.0488777Z;4983;;4983
2026-01-17T16:39:29.0504761Z;4373;;4373
2026-01-17T16:39:30.0512174Z;5272;;5272
2026-01-17T16:39:31.0567858Z;5063;;5063
2026-01-17T16:39:32.0628865Z;4917;;4917
2026-01-17T16:39:33.0666507Z;5329;;5329
2026-01-17T16:39:34.0687410Z;5083;;5083
2026-01-17T16:39:35.0687866Z;4775;;4775
2026-01-17T16:39:36.0758437Z;5122;;5122
2026-01-17T16:39:37.0822993Z;5006;;5006
2026-01-17T16:39:38.0823404Z;5068;;5068
2026-01-17T16:39:39.0822950Z;4979;;4979
2026-01-17T16:39:40.0907375Z;5021;;5021
2026-01-17T16:39:41.0908563Z;5039;;5039
2026-01-17T16:39:42.1033391Z;4979;;4979
2026-01-17T16:39:43.1077918Z;4973;;4973
2026-01-17T16:39:44.1077947Z;5033;;5033
2026-01-17T16:39:45.1072812Z;4971;;4971
2026-01-17T16:39:46.1089957Z;5021;;5021
2026-01-17T16:39:47.1158086Z;4976;;4976
2026-01-17T16:39:48.1158819Z;5048;;5048
2026-01-17T16:39:49.1157411Z;4985;;4985
2026-01-17T16:39:50.1159100Z;4948;;4948
2026-01-17T16:39:51.1155699Z;4986;;4986
2026-01-17T16:39:52.1156649Z;4978;;4978
2026-01-17T16:39:53.1239465Z;5088;;5088
2026-01-17T16:39:54.1241903Z;4911;;4911
2026-01-17T16:39:55.1240531Z;5049;;5049
2026-01-17T16:39:56.1317418Z;5015;;5015
2026-01-17T16:39:57.1324895Z;5010;;5010
2026-01-17T16:39:58.1333128Z;4987;;4987
2026-01-17T16:39:59.1322497Z;4948;;4948
2026-01-17T16:40:00.1325161Z;4999;;4999
2026-01-17T16:40:01.1326332Z;4951;;4951
2026-01-17T16:40:02.1398198Z;5047;;5047
2026-01-17T16:40:03.1483356Z;5040;;5040
2026-01-17T16:40:04.1569514Z;5056;;5056
2026-01-17T16:40:05.1576120Z;4990;;4990
2026-01-17T16:40:06.1649511Z;4915;;4915
2026-01-17T16:40:07.1713011Z;4997;;4997
2026-01-17T16:40:08.1790541Z;5082;;5082
2026-01-17T16:40:09.1827167Z;5035;;5035
2026-01-17T16:40:10.1850351Z;4918;;4918
2026-01-17T16:40:11.1884122Z;5043;;5043
2026-01-17T16:40:12.1977358Z;5006;;5006
2026-01-17T16:40:13.1993517Z;4954;;4954
2026-01-17T16:40:14.1995044Z;5019;;5019
2026-01-17T16:40:15.2159133Z;5025;;5025
2026-01-17T16:40:16.2377572Z;4996;;4996
2026-01-17T16:40:17.2457105Z;5018;;5018
2026-01-17T16:40:18.2516473Z;5071;;5071
2026-01-17T16:40:19.2630177Z;5075;;5075
2026-01-17T16:40:20.2799029Z;4975;;4975
2026-01-17T16:40:21.3005086Z;5367;;5367
2026-01-17T16:40:22.3054859Z;4873;;4873
2026-01-17T16:40:23.3215233Z;5124;;5124
2026-01-17T16:40:24.3246540Z;5002;;5002
2026-01-17T16:40:25.3398609Z;5048;;5048
2026-01-17T16:40:26.3547379Z;4994;;4994
2026-01-17T16:40:27.3744776Z;5255;;5255
2026-01-17T16:40:28.3872349Z;4848;;4848
2026-01-17T16:40:29.3907173Z;4826;;4826
2026-01-17T16:40:30.3906906Z;5314;;5314
2026-01-17T16:40:31.3988981Z;5177;;5177
2026-01-17T16:40:32.4189208Z;4973;;4973
2026-01-17T16:40:33.4375530Z;5255;;5255
2026-01-17T16:40:34.4543524Z;4672;;4672
2026-01-17T16:40:35.4793328Z;4959;;4959
2026-01-17T16:40:36.4846270Z;5326;;5326
2026-01-17T16:40:37.5029427Z;4900;;4900
2026-01-17T16:40:38.5061127Z;4997;;4997
2026-01-17T16:40:39.5286694Z;5252;;5252
2026-01-17T16:40:40.5325940Z;5162;;5162
2026-01-17T16:40:41.5460640Z;4862;;4862
2026-01-17T16:40:42.5685171Z;5133;;5133
2026-01-17T16:40:43.5850602Z;5096;;5096
2026-01-17T16:40:44.5935731Z;4973;;4973
2026-01-17T16:40:45.6009467Z;5198;;5198
2026-01-17T16:40:46.6190793Z;4929;;4929
2026-01-17T16:40:47.6301488Z;5238;;5238
2026-01-17T16:40:48.6325350Z;4530;;4530
2026-01-17T16:40:49.6357617Z;5183;;5183
2026-01-17T16:40:50.6469668Z;4916;;4916
2026-01-17T16:40:51.6533811Z;5526;;5526
2026-01-17T16:40:52.6592541Z;4985;;4985
2026-01-17T16:40:53.6823624Z;4397;;4397
2026-01-17T16:40:54.6990125Z;5279;;5279
2026-01-17T16:40:55.7256264Z;5610;;5610
2026-01-17T16:40:56.7509797Z;4881;;4881
2026-01-17T16:40:57.7715702Z;4744;;4744
2026-01-17T16:40:58.7743308Z;5174;;5174
2026-01-17T16:40:59.7853643Z;5406;;5406
2026-01-17T16:41:00.8047949Z;4958;;4958
2026-01-17T16:41:01.8187696Z;5356;;5356
2026-01-17T16:41:02.8317578Z;4666;;4666
2026-01-17T16:41:03.8548361Z;5408;;5408
2026-01-17T16:41:04.8723707Z;4848;;4848
2026-01-17T16:41:05.8929290Z;5414;;5414
2026-01-17T16:41:06.9050930Z;4712;;4712
2026-01-17T16:41:07.9103561Z;5159;;5159
2026-01-17T16:41:08.9116999Z;4656;;4656
2026-01-17T16:41:09.9186397Z;4947;;4947
2026-01-17T16:41:10.9261938Z;5138;;5138
2026-01-17T16:41:11.9354230Z;4656;;4656
2026-01-17T16:41:12.9494730Z;5774;;5774
2026-01-17T16:41:13.9495353Z;4962;;4962
2026-01-17T16:41:14.9543250Z;5535;;5535
2026-01-17T16:41:15.9627166Z;4847;;4847
2026-01-17T16:41:16.9654133Z;5166;;5166
2026-01-17T16:41:17.9727822Z;4691;;4691
2026-01-17T16:41:18.9791335Z;5076;;5076
2026-01-17T16:41:19.9810744Z;4918;;4918
2026-01-17T16:41:20.9899283Z;5245;;5245
2026-01-17T16:41:21.9937128Z;4855;;4855
2026-01-17T16:41:22.9955741Z;4907;;4907
2026-01-17T16:41:23.9967456Z;5596;;5596
2026-01-17T16:41:25.0048432Z;5079;;5079
2026-01-17T16:41:26.0093841Z;5377;;5377
2026-01-17T16:41:27.0199326Z;4980;;4980
2026-01-17T16:41:28.0208594Z;4774;;4774
2026-01-17T16:41:29.0296933Z;5271;;5271
2026-01-17T16:41:30.0427467Z;4963;;4963
2026-01-17T16:41:31.0458316Z;5209;;5209
2026-01-17T16:41:32.0496999Z;5191;;5191
2026-01-17T16:41:33.0574544Z;5094;;5094
2026-01-17T16:41:34.0574945Z;5039;;5039
2026-01-17T16:41:35.0606948Z;4808;;4808
2026-01-17T16:41:36.0706986Z;5025;;5025
2026-01-17T16:41:37.0771196Z;4626;;4626
2026-01-17T16:41:38.0789263Z;5523;;5523
2026-01-17T16:41:39.0825223Z;5011;;5011
2026-01-17T16:41:40.0908994Z;4820;;4820
2026-01-17T16:41:41.0990210Z;5136;;5136
2026-01-17T16:41:42.1073024Z;5052;;5052
2026-01-17T16:41:43.1076698Z;4956;;4956
2026-01-17T16:41:44.1077879Z;5055;;5055
2026-01-17T16:41:45.1086278Z;4869;;4869
2026-01-17T16:41:46.1225420Z;5130;;5130
2026-01-17T16:41:47.1243658Z;4942;;4942
2026-01-17T16:41:48.1242112Z;5026;;5026
2026-01-17T16:41:49.1242883Z;4992;;4992
2026-01-17T16:41:50.1252089Z;5065;;5065
2026-01-17T16:41:51.1366514Z;4983;;4983
2026-01-17T16:41:52.1411977Z;4995;;4995
2026-01-17T16:41:53.1492733Z;4975;;4975
2026-01-17T16:41:54.1496236Z;5005;;5005
2026-01-17T16:41:55.1499826Z;5010;;5010
2026-01-17T16:41:56.1551353Z;4954;;4954
2026-01-17T16:41:57.1566858Z;5053;;5053
2026-01-17T16:41:58.1663687Z;4955;;4955
2026-01-17T16:41:59.1662924Z;5037;;5037
2026-01-17T16:42:00.1657296Z;4979;;4979
2026-01-17T16:42:01.1719262Z;5022;;5022
2026-01-17T16:42:02.1746158Z;4981;;4981
2026-01-17T16:42:03.1750902Z;4958;;4958
2026-01-17T16:42:04.1743696Z;5032;;5032
2026-01-17T16:42:05.1744612Z;4975;;4975
2026-01-17T16:42:06.1824862Z;5010;;5010
2026-01-17T16:42:07.1918894Z;5045;;5045
2026-01-17T16:42:08.1993406Z;4977;;4977
2026-01-17T16:42:09.1998598Z;4979;;4979
2026-01-17T16:42:10.2233708Z;5078;;5078
2026-01-17T16:42:11.2423502Z;5045;;5045
2026-01-17T16:42:12.2542972Z;4999;;4999
2026-01-17T16:42:13.2706677Z;5192;;5192
2026-01-17T16:42:14.2930209Z;4810;;4810
2026-01-17T16:42:15.3016594Z;5279;;5279
2026-01-17T16:42:16.3123148Z;4997;;4997
2026-01-17T16:42:17.3292337Z;5076;;5076
2026-01-17T16:42:18.3503940Z;5269;;5269
2026-01-17T16:42:19.3653851Z;4894;;4894
2026-01-17T16:42:20.3664497Z;4952;;4952
2026-01-17T16:42:21.3793603Z;5234;;5234
2026-01-17T16:42:22.3922602Z;4618;;4618
2026-01-17T16:42:23.4119571Z;5391;;5391
2026-01-17T16:42:24.4318822Z;4979;;4979
2026-01-17T16:42:25.4569026Z;5217;;5217
2026-01-17T16:42:26.4722677Z;5216;;5216
2026-01-17T16:49:47.9201937Z;1284;;1284
2026-01-17T16:49:48.9370669Z;375;;375
2026-01-17T16:49:50.8577082Z;496;;496
2026-01-17T16:49:51.8577801Z;1723;;1723
2026-01-17T16:49:52.9398830Z;8402;;8402
2026-01-17T16:49:53.9466688Z;13610;;13610
2026-01-17T16:49:54.9660796Z;12093;;12093
2026-01-17T16:49:55.9744958Z;6525;;6525
2026-01-17T16:49:56.9976698Z;5529;;5529
2026-01-17T16:49:58.0287172Z;4764;;4764
2026-01-17T16:49:59.0378823Z;5673;;5673
2026-01-17T16:50:00.0411315Z;4742;;4742
2026-01-17T16:50:01.0487323Z;5353;;5353
2026-01-17T16:59:56.2295285Z;3360;;3360
2026-01-17T16:59:57.7137315Z;868;;868
2026-01-17T16:59:58.7160624Z;1575;;1575
2026-01-17T16:59:59.7165291Z;5677;;5677
2026-01-17T17:00:00.7647868Z;11089;;11089
2026-01-17T17:00:01.7763451Z;10756;;10756
2026-01-17T17:00:02.8125374Z;7031;;7031
2026-01-17T17:00:03.8509483Z;5057;;5057
2026-01-17T17:00:04.8559788Z;5972;;5972
2026-01-17T17:00:05.8562200Z;4184;;4184
2026-01-17T17:00:06.8591911Z;4996;;4996
2026-01-17T17:00:07.8612607Z;5144;;5144
2026-01-17T17:00:08.8637578Z;6332;;6332
2026-01-17T17:00:09.8727287Z;4904;;4904
2026-01-17T17:00:10.8761132Z;4339;;4339
2026-01-17T17:00:11.8763631Z;5242;;5242
2026-01-17T17:00:12.8802610Z;5392;;5392
2026-01-17T17:00:13.8939954Z;4682;;4682
2026-01-17T17:00:14.8941428Z;5066;;5066
2026-01-17T17:00:15.8945643Z;5679;;5679
2026-01-17T17:00:16.8965651Z;4728;;4728
2026-01-17T17:00:17.9077535Z;4636;;4636
2026-01-17T17:00:18.9137394Z;5759;;5759
2026-01-17T17:00:19.9158579Z;4740;;4740
2026-01-17T17:00:20.9170387Z;5325;;5325
2026-01-17T17:00:21.9291467Z;4969;;4969
2026-01-17T17:00:22.9424435Z;5572;;5572
2026-01-17T17:00:23.9464032Z;1868;;1868
2026-01-17T17:00:24.9636533Z;7666;;7666
2026-01-17T17:00:25.9661810Z;4536;;4536
2026-01-17T17:00:26.9670527Z;6023;;6023
2026-01-17T17:00:27.9680303Z;5058;;5058
2026-01-17T17:00:28.9685269Z;4988;;4988
2026-01-17T17:00:29.9797867Z;4875;;4875
2026-01-17T17:00:30.9806216Z;4260;;4260
2026-01-17T17:00:31.9929399Z;5602;;5602
2026-01-17T17:00:32.9983758Z;4911;;4911
2026-01-17T17:00:34.0026072Z;5328;;5328
2026-01-17T17:00:35.0058782Z;4813;;4813
2026-01-17T17:00:36.0111141Z;4996;;4996
2026-01-17T17:00:37.0138239Z;3062;;3062
2026-01-17T17:13:44.0940835Z;1583;;1583
2026-01-17T17:13:45.8661134Z;240;;240
2026-01-17T17:13:47.2935076Z;466;;466
2026-01-17T17:13:48.2937657Z;1668;;1668
2026-01-17T17:13:49.3420558Z;8929;;8929
2026-01-17T17:13:50.3654212Z;14124;;14124
2026-01-17T17:13:51.3754455Z;10299;;10299
2026-01-17T17:13:52.3921893Z;6102;;6102
2026-01-17T17:13:53.3942664Z;6213;;6213
2026-01-17T17:13:54.3976777Z;5304;;5304
2026-01-17T17:13:55.4130435Z;7577;;7577
2026-01-17T17:13:56.4426479Z;5223;;5223
2026-01-17T17:13:57.4733484Z;4773;;4773
2026-01-17T17:13:58.4754902Z;4756;;4756
2026-01-17T17:13:59.4897209Z;5768;;5768
2026-01-17T17:14:00.5230986Z;4628;;4628
2026-01-17T17:14:01.5227100Z;5150;;5150
2026-01-17T17:14:02.5242805Z;4928;;4928
2026-01-17T17:14:03.5267800Z;4755;;4755
2026-01-17T17:14:04.5485945Z;5478;;5478
2026-01-17T17:14:05.5692731Z;4995;;4995
2026-01-17T17:14:06.5743054Z;5399;;5399
2026-01-17T17:14:07.5863931Z;4820;;4820
2026-01-17T17:14:08.5892292Z;5111;;5111
2026-01-17T17:14:09.6144209Z;5000;;5000
2026-01-17T17:14:10.6360632Z;4906;;4906
2026-01-17T17:14:11.6405994Z;5294;;5294
2026-01-17T17:14:12.6453844Z;3950;;3950
2026-01-17T17:14:13.6698321Z;6083;;6083
2026-01-17T17:14:14.7102086Z;5349;;5349
2026-01-17T17:14:15.7385795Z;5019;;5019
2026-01-17T17:14:16.7563199Z;5565;;5565
2026-01-17T17:14:17.7602404Z;4790;;4790
2026-01-17T17:14:18.7903537Z;5143;;5143
2026-01-17T17:14:19.8071108Z;4851;;4851
2026-01-17T17:14:20.8391762Z;4719;;4719
2026-01-17T17:14:21.8780069Z;6000;;6000
2026-01-17T17:14:22.8782333Z;3771;;3771
2026-01-17T17:14:23.8783154Z;5922;;5922
2026-01-17T17:14:24.8867994Z;5317;;5317
2026-01-17T17:14:25.9097640Z;5436;;5436
2026-01-17T17:14:26.9094932Z;4703;;4703
2026-01-17T17:14:27.9111961Z;5261;;5261
2026-01-17T17:14:28.9106942Z;4683;;4683
2026-01-17T17:14:29.9113135Z;3854;;3854
2026-01-17T17:14:30.9116699Z;5301;;5301
2026-01-17T17:14:31.9203063Z;5798;;5798
2026-01-17T17:14:32.9315755Z;4729;;4729
2026-01-17T17:14:33.9431239Z;5301;;5301
2026-01-17T17:14:34.9433285Z;5412;;5412
2026-01-17T17:14:35.9546034Z;4415;;4415
2026-01-17T17:14:36.9590292Z;4577;;4577
2026-01-17T17:14:37.9588251Z;5376;;5376
2026-01-17T17:14:38.9774183Z;3989;;3989
2026-01-17T17:14:39.9787578Z;6709;;6709
2026-01-17T17:14:40.9797908Z;4975;;4975
2026-01-17T17:14:41.9851980Z;4139;;4139
2026-01-17T17:14:42.9843002Z;6246;;6246
2026-01-17T17:14:43.9899914Z;3797;;3797
2026-01-17T17:14:44.9955480Z;6539;;6539
2026-01-17T17:14:46.0081553Z;4425;;4425
2026-01-17T17:14:47.0079236Z;5325;;5325
2026-01-17T17:14:48.0130224Z;4971;;4971
2026-01-17T17:14:49.0193713Z;5318;;5318
2026-01-17T17:14:50.0257003Z;5151;;5151
2026-01-17T17:14:51.0343810Z;4636;;4636
2026-01-17T17:14:52.0396752Z;5171;;5171
2026-01-17T17:14:53.0529370Z;5339;;5339
2026-01-17T17:14:54.0626371Z;5139;;5139
2026-01-17T17:14:55.0655600Z;4798;;4798
2026-01-17T17:14:56.0659235Z;5284;;5284
2026-01-17T17:14:57.0712564Z;5395;;5395
2026-01-17T17:14:58.0757882Z;4983;;4983
2026-01-17T17:14:59.0878850Z;4135;;4135
2026-01-17T17:15:00.0900315Z;5416;;5416
2026-01-17T17:15:01.0971964Z;5442;;5442
2026-01-17T17:15:02.1047707Z;5026;;5026
2026-01-17T17:15:03.1051920Z;4973;;4973
2026-01-17T17:15:04.1132812Z;5012;;5012
2026-01-17T17:15:05.1133028Z;4983;;4983
2026-01-17T17:15:06.1137269Z;4977;;4977
2026-01-17T17:15:07.1214399Z;4983;;4983
2026-01-17T17:15:08.1209278Z;5062;;5062
2026-01-17T17:15:09.1225776Z;5010;;5010
2026-01-17T17:15:10.1311574Z;4982;;4982
2026-01-17T17:15:11.1372006Z;4980;;4980
2026-01-17T17:15:12.1376955Z;4994;;4994
2026-01-17T17:15:13.1463136Z;5024;;5024
2026-01-17T17:15:14.1529817Z;4938;;4938
2026-01-17T17:15:15.1556768Z;5084;;5084
2026-01-17T17:15:16.1568333Z;5015;;5015
2026-01-17T17:15:17.1627808Z;4994;;4994
2026-01-17T17:15:18.1627005Z;4975;;4975
2026-01-17T17:15:19.1637527Z;5001;;5001
2026-01-17T17:15:20.1642550Z;4972;;4972
2026-01-17T17:15:21.1643007Z;5047;;5047
2026-01-17T17:15:22.1663737Z;4996;;4996
2026-01-17T17:15:23.1782075Z;4885;;4885
2026-01-17T17:15:24.1777858Z;5043;;5043
2026-01-17T17:15:25.1794498Z;5030;;5030
2026-01-17T17:15:26.1819797Z;5055;;5055
2026-01-17T17:15:27.1869782Z;4966;;4966
2026-01-17T17:15:28.1932300Z;5037;;5037
2026-01-17T17:15:29.1946594Z;4985;;4985
2026-01-17T17:15:30.1953150Z;4973;;4973
2026-01-17T17:15:31.1975524Z;4996;;4996
2026-01-17T17:15:32.1983010Z;5040;;5040
2026-01-17T17:15:33.2403172Z;4966;;4966
2026-01-17T17:15:34.2732023Z;4986;;4986
2026-01-17T17:15:35.2794397Z;5100;;5100
2026-01-17T17:15:36.3096053Z;4980;;4980
2026-01-17T17:15:37.3479675Z;5072;;5072
2026-01-17T17:15:38.3777643Z;4994;;4994
2026-01-17T17:15:39.4044900Z;5232;;5232
2026-01-17T17:15:40.4306015Z;5136;;5136
2026-01-17T17:15:41.4447739Z;5163;;5163
2026-01-17T17:15:42.4513048Z;4975;;4975
2026-01-17T17:15:43.4838751Z;4906;;4906
2026-01-17T17:15:44.4846801Z;5201;;5201
2026-01-17T17:15:45.4929429Z;5133;;5133
2026-01-17T17:15:46.5296403Z;5159;;5159
2026-01-17T17:15:47.5650758Z;5344;;5344
2026-01-17T17:15:48.6234957Z;4278;;4278
2026-01-17T17:15:49.6484156Z;6016;;6016
2026-01-17T17:15:50.6593994Z;5017;;5017
2026-01-17T17:15:51.6656886Z;5032;;5032
2026-01-17T17:15:52.6989496Z;4640;;4640
2026-01-17T17:15:53.6985947Z;5034;;5034
2026-01-17T17:15:54.7214906Z;5814;;5814
2026-01-17T17:15:55.7314623Z;4174;;4174
2026-01-17T17:15:56.7350866Z;5089;;5089
2026-01-17T17:15:57.7441267Z;5771;;5771
2026-01-17T17:15:58.7451533Z;4848;;4848
2026-01-17T17:15:59.7730632Z;5079;;5079
2026-01-17T17:16:00.8000288Z;4718;;4718
2026-01-17T17:16:01.8175595Z;5766;;5766
2026-01-17T17:16:02.8505017Z;5104;;5104
2026-01-17T17:16:03.8676534Z;4452;;4452
2026-01-17T17:16:04.8801005Z;4584;;4584
2026-01-17T17:16:05.8893511Z;5015;;5015
2026-01-17T17:16:06.9160144Z;6192;;6192
2026-01-17T17:16:07.9266969Z;4497;;4497
2026-01-17T17:16:08.9379772Z;6055;;6055
2026-01-17T17:16:09.9469436Z;5129;;5129
2026-01-17T17:16:10.9487016Z;4517;;4517
2026-01-17T17:16:11.9535029Z;4791;;4791
2026-01-17T17:16:12.9592138Z;5623;;5623
2026-01-17T17:16:13.9711800Z;4538;;4538
2026-01-17T17:16:14.9719867Z;5033;;5033
2026-01-17T17:16:15.9737245Z;5031;;5031
2026-01-17T17:16:16.9752350Z;4630;;4630
2026-01-17T17:16:17.9762826Z;5217;;5217
2026-01-17T17:16:18.9829628Z;5422;;5422
2026-01-17T17:16:19.9879466Z;5234;;5234
2026-01-17T17:16:20.9895053Z;4561;;4561
2026-01-17T17:16:21.9985683Z;5198;;5198
2026-01-17T17:16:23.0068343Z;5626;;5626
2026-01-17T17:16:24.0117679Z;4644;;4644
2026-01-17T17:16:25.0118847Z;5102;;5102
2026-01-17T17:16:26.0200812Z;5130;;5130
2026-01-17T17:16:27.0275804Z;5090;;5090
2026-01-17T17:16:28.0307129Z;4921;;4921
2026-01-17T17:16:29.0390440Z;5228;;5228
2026-01-17T17:16:30.0433180Z;5787;;5787
2026-01-17T17:16:31.0486161Z;4701;;4701
2026-01-17T17:16:32.0555766Z;5360;;5360
2026-01-17T17:16:33.0577871Z;4943;;4943
2026-01-17T17:16:34.0592619Z;4827;;4827
2026-01-17T17:16:35.0595756Z;4862;;4862
2026-01-17T17:16:36.0712074Z;4722;;4722
2026-01-17T17:16:37.0724437Z;5168;;5168
2026-01-17T17:16:38.0795424Z;5388;;5388
2026-01-17T17:16:39.0869233Z;4979;;4979
2026-01-17T17:16:40.0879318Z;4982;;4982
2026-01-17T17:16:41.0882813Z;4999;;4999
2026-01-17T17:16:42.0904703Z;5039;;5039
2026-01-17T17:16:43.0920534Z;5049;;5049
2026-01-17T17:16:44.0949481Z;4853;;4853
2026-01-17T17:16:45.0980530Z;4672;;4672
2026-01-17T17:16:46.1091601Z;5249;;5249
2026-01-17T17:16:47.1196717Z;5256;;5256
2026-01-17T17:16:48.1206930Z;4914;;4914
2026-01-17T17:16:49.1304996Z;5052;;5052
2026-01-17T17:16:50.1371021Z;5005;;5005
2026-01-17T17:16:51.1368309Z;5012;;5012
2026-01-17T17:16:52.1379379Z;4982;;4982
2026-01-17T17:16:53.1456298Z;4912;;4912
2026-01-17T17:16:54.1459633Z;5094;;5094
2026-01-17T17:16:55.1468113Z;4945;;4945
2026-01-17T17:16:56.1530743Z;5021;;5021
2026-01-17T17:16:57.1628682Z;4999;;4999
2026-01-17T17:16:58.1721319Z;5058;;5058
2026-01-17T17:16:59.1740287Z;4911;;4911
2026-01-17T17:17:00.1781898Z;5017;;5017
2026-01-17T17:17:01.1796483Z;5013;;5013
2026-01-17T17:17:02.1809243Z;5007;;5007
2026-01-17T17:17:03.1932104Z;5015;;5015
2026-01-17T17:17:04.1961759Z;5007;;5007
2026-01-17T17:17:05.2039872Z;4993;;4993
2026-01-17T17:17:06.2082906Z;4990;;4990
2026-01-17T17:17:07.2488204Z;5062;;5062
2026-01-17T17:17:08.2937990Z;5025;;5025
2026-01-17T17:17:09.3295607Z;5006;;5006
2026-01-17T17:17:10.4849024Z;4989;;4989
2026-01-17T17:17:11.4947097Z;5772;;5772
2026-01-17T17:17:12.5060585Z;4568;;4568
2026-01-17T17:17:13.5335171Z;5833;;5833
