ts_utc,topic,received_total,received_delta,msgs_per_sec
2026-01-18T08:03:45.3341161Z,long-run-topic-10,1029,28,28
2026-01-18T08:03:45.3341161Z,long-run-topic-01,1443,0,0
2026-01-18T08:03:45.3341161Z,long-run-topic-04,1060,2,2
2026-01-18T08:03:45.3341161Z,long-run-topic-03,1396,0,0
2026-01-18T08:03:45.3341161Z,long-run-topic-02,1224,27,27
2026-01-18T08:03:46.3343867Z,long-run-topic-06,1439,22,22
2026-01-18T08:03:46.3343867Z,long-run-topic-05,1197,29,29
2026-01-18T08:03:46.3343867Z,long-run-topic-09,1321,54,54
2026-01-18T08:03:46.3343867Z,long-run-topic-08,1225,60,60
2026-01-18T08:03:46.3343867Z,long-run-topic-07,1538,31,31
2026-01-18T08:03:46.3343867Z,long-run-topic-10,1058,29,29
2026-01-18T08:03:46.3343867Z,long-run-topic-01,1443,0,0
2026-01-18T08:03:46.3343867Z,long-run-topic-04,1114,54,54
2026-01-18T08:03:46.3343867Z,long-run-topic-03,1396,0,0
2026-01-18T08:03:46.3343867Z,long-run-topic-02,1278,54,54
2026-01-18T08:03:47.3461627Z,long-run-topic-06,1439,0,0
2026-01-18T08:03:47.3461627Z,long-run-topic-05,1284,87,87
2026-01-18T08:03:47.3461627Z,long-run-topic-09,1371,50,50
2026-01-18T08:03:47.3461627Z,long-run-topic-08,1255,30,30
2026-01-18T08:03:47.3461627Z,long-run-topic-07,1580,42,42
2026-01-18T08:03:47.3461627Z,long-run-topic-10,1116,58,58
2026-01-18T08:03:47.3461627Z,long-run-topic-01,1503,60,60
2026-01-18T08:03:47.3461627Z,long-run-topic-04,1114,0,0
2026-01-18T08:03:47.3461627Z,long-run-topic-03,1477,81,81
2026-01-18T08:03:47.3461627Z,long-run-topic-02,1306,28,28
2026-01-18T08:03:48.3492444Z,long-run-topic-06,1461,22,22
2026-01-18T08:03:48.3492444Z,long-run-topic-05,1284,0,0
2026-01-18T08:03:48.3492444Z,long-run-topic-09,1371,0,0
2026-01-18T08:03:48.3492444Z,long-run-topic-08,1285,30,30
2026-01-18T08:03:48.3492444Z,long-run-topic-07,1580,0,0
2026-01-18T08:03:48.3492444Z,long-run-topic-10,1145,29,29
2026-01-18T08:03:48.3492444Z,long-run-topic-01,1561,58,58
2026-01-18T08:03:48.3492444Z,long-run-topic-04,1141,27,27
2026-01-18T08:03:48.3492444Z,long-run-topic-03,1503,26,26
2026-01-18T08:03:48.3492444Z,long-run-topic-02,1306,0,0
2026-01-18T08:03:49.3505857Z,long-run-topic-06,1512,51,51
2026-01-18T08:03:49.3505857Z,long-run-topic-05,1284,0,0
2026-01-18T08:03:49.3505857Z,long-run-topic-09,1394,23,23
2026-01-18T08:03:49.3505857Z,long-run-topic-08,1315,30,30
2026-01-18T08:03:49.3505857Z,long-run-topic-07,1622,42,42
2026-01-18T08:03:49.3505857Z,long-run-topic-10,1174,29,29
2026-01-18T08:03:49.3505857Z,long-run-topic-01,1592,31,31
2026-01-18T08:03:49.3505857Z,long-run-topic-04,1195,54,54
2026-01-18T08:03:49.3505857Z,long-run-topic-03,1529,26,26
2026-01-18T08:03:49.3505857Z,long-run-topic-02,1306,0,0
2026-01-18T08:03:50.3586483Z,long-run-topic-06,1562,50,50
2026-01-18T08:03:50.3586483Z,long-run-topic-05,1342,58,58
2026-01-18T08:03:50.3586483Z,long-run-topic-09,1417,23,23
2026-01-18T08:03:50.3586483Z,long-run-topic-08,1345,30,30
2026-01-18T08:03:50.3586483Z,long-run-topic-07,1654,32,32
2026-01-18T08:03:50.3586483Z,long-run-topic-10,1203,29,29
2026-01-18T08:03:50.3586483Z,long-run-topic-01,1592,0,0
2026-01-18T08:03:50.3586483Z,long-run-topic-04,1195,0,0
2026-01-18T08:03:50.3586483Z,long-run-topic-03,1529,0,0
2026-01-18T08:03:50.3586483Z,long-run-topic-02,1308,2,2
2026-01-18T08:03:51.3609724Z,long-run-topic-06,1562,0,0
2026-01-18T08:03:51.3609724Z,long-run-topic-05,1421,79,79
2026-01-18T08:03:51.3609724Z,long-run-topic-09,1467,50,50
2026-01-18T08:03:51.3609724Z,long-run-topic-08,1405,60,60
2026-01-18T08:03:51.3609724Z,long-run-topic-07,1656,2,2
2026-01-18T08:03:51.3609724Z,long-run-topic-10,1261,58,58
2026-01-18T08:03:51.3609724Z,long-run-topic-01,1621,29,29
2026-01-18T08:03:51.3609724Z,long-run-topic-04,1251,56,56
2026-01-18T08:03:51.3609724Z,long-run-topic-03,1601,72,72
2026-01-18T08:03:51.3609724Z,long-run-topic-02,1336,28,28
2026-01-18T08:03:57.0844547Z,long-run-topic-06,1692,130,130
2026-01-18T08:03:57.0844547Z,long-run-topic-05,1552,131,131
2026-01-18T08:03:57.0844547Z,long-run-topic-09,1583,116,116
2026-01-18T08:03:57.0844547Z,long-run-topic-08,1561,156,156
2026-01-18T08:03:57.0844547Z,long-run-topic-07,1681,25,25
2026-01-18T08:03:57.0844547Z,long-run-topic-10,1429,168,168
2026-01-18T08:03:57.0844547Z,long-run-topic-01,1822,201,201
2026-01-18T08:03:57.0844547Z,long-run-topic-04,1383,132,132
2026-01-18T08:03:57.0844547Z,long-run-topic-03,1716,115,115
2026-01-18T08:03:57.0844547Z,long-run-topic-02,1465,129,129
2026-01-18T08:03:58.0836974Z,long-run-topic-06,1735,43,43
2026-01-18T08:03:58.0836974Z,long-run-topic-05,1552,0,0
2026-01-18T08:03:58.0836974Z,long-run-topic-09,1584,1,1
2026-01-18T08:03:58.0836974Z,long-run-topic-08,1583,22,22
